Operator Name,Location Name,Address Name,Address Street,Address Town,Address County,Address Postcode 1,Address Postcode 2,Incumbent Duty Type Text,Previous Name,LA Code,Local Authority,Country
EDF Energy Nuclear Generation Limited,Hartlepool Power Station,,Tees Road,Hartlepool,Cleveland,TS25,2BZ,COMAH Lower Tier Operator, (was British Energy Generation Limited),0724,Hartlepool,England
EDF Energy Nuclear Generation Limited,Heysham 1 & 2 Power Station,,,Morecambe,Lancashire,LA3,2XQ,COMAH Lower Tier Operator, (was British Energy Generation Limited),2335,Lancaster,England
EDF Energy Nuclear Generation Limited,Hinkley Point B Power Station,,,Bridgwater,Somerset                      ,TA5,1UD,COMAH Lower Tier Operator, (was British Energy Generation Limited),3320,West Somerset,England
EDF Energy Nuclear Generation Limited,Hunterston B Power Station ,,,West Kilbride,Ayrshire,KA23,9QJ,COMAH Lower Tier Operator, (was British Energy Generation Limited),9072,North Ayrshire UA,Scotland
EDF Energy Nuclear Generation Limited,Sizewell B Power Station,,,Sizewell,Suffolk,IP16,4UR,COMAH Lower Tier Operator, (was British Energy Generation Limited),3530,Suffolk Coastal,England
EDF Energy Nuclear Generation Limited,Torness Power Station,,,Dunbar,East Lothian,EH42,1QS,COMAH Lower Tier Operator, (was British Energy Generation Limited),9062,East Lothian UA,Scotland
Edrington Group Limited (The),Glasgow - Buchley Warehouse,Balmuildy Road,Bishopbriggs,Glasgow,City of Glasgow,G64,3QH,COMAH Lower Tier Operator,,9061,East Dumbartonshire UA,Scotland
Edrington Group Limited (The),Glasgow - Drumchapel,,Duntreath Avenue,Drumchapel,City of Glasgow,G15,6RW,COMAH Lower Tier Operator,,9067,Glasgow UA,Scotland
Edrington Group Limited (The),Glenrothes Distillery,Burnside Street,Rothes,Aberlour,Moray,AB38 ,7AA,COMAH Lower Tier Operator,,9071,Moray UA,Scotland
Edrington Group Limited (The),Highland Park Distillery,,Holm Road,Kirkwall,Orkney,KW15,1SU,COMAH Lower Tier Operator,,9000,Orkney,Scotland
Edrington Group Limited (The),Parkmore Warehouse,,Dufftown,Keith,Banffshire,AB55,4DL,COMAH Lower Tier Operator,,9071,Moray UA,Scotland
Energas Limited,Derby,,"Haslams Lane, Alfreton Road   ",Derby,Derbyshire,DE22,1EB,COMAH Lower Tier Operator,,1055,Derby City UA,England
Energas Limited,Grimsby,West Marsh Industrial Estate,Adam Smith Street             ,Grimsby,North East Lincolnshire       ,DN31,1SJ,COMAH Lower Tier Operator, (was Engineering & Welding Supplies Ltd),2002,North East Lincolnshire,England
EnerSys Limited,Newport,,Stephenson Street,Newport,Gwent,NP19,4XJ,COMAH Lower Tier Operator,,6935,Newport UA,Wales
Eni UK Limited (t/a Eni Liverpool Bay Operating Company Limited),Point of Ayr Terminal,Point of Ayr,Station Road,"Talacre, Holywell",Clwyd,CH8,9RD,COMAH Lower Tier Operator, (was BHP Billiton Petroleum Limited),6835,Flintshire UA,Wales
Esso Petroleum Company Limited,ASIG - Gatwick Fuel Farm,London Gatwick Airport,Perimeter Road North,Gatwick,West Sussex,RH6,0JE,COMAH Lower Tier Operator, (was ASIG Limited),3820,Crawley,England
Esso Petroleum Company Limited,Hythe Terminal Southampton,Hythe Terminal,Cadland Road                  ,Southampton,Hampshire                     ,SO45,3NR,COMAH Lower Tier Operator,,1740,New Forest,England
Evergreen Garden Care UK Limited,Doncaster,Quattro Warehouses,"Nottinghamshire Way, West Moor Park",Doncaster,South Yorkshire,DN3,3FG,COMAH Lower Tier Operator, (was Scotts Company (UK) Limited (The)),4410,Doncaster,England
Evonik Chemicals Limited,"Clayton, Manchester",,Clayton Lane                  ,Manchester           ,Greater Manchester            ,M11 ,4SR,COMAH Lower Tier Operator, (was Air Products (Chemicals) Plc),4215,Manchester,England
Evonik Goldschmidt UK Limited,Milton Keynes,Tego House (HQ),Chippenham Drive,"Kingston, Milton Keynes",Buckinghamshire,MK10,0AF,COMAH Lower Tier Operator,,0435,Milton Keynes UA,England
Explosive Developments Limited,Stapleton,West Park,,Stapleton,North Yorkshire,WF8,3HX,COMAH Lower Tier Operator,,2739,Selby,England
Exwold Technology Limited,Billingham,PO Box 22,Haverton Hill,Billingham,Cleveland,TS23,1YJ,COMAH Lower Tier Operator,,0738,Stockton-on-Tees,England
F2 Chemicals Limited,"F2 Chemicals, Preston",,Lea Lane                      ,Preston              ,Lancashire                    ,PR4 ,0RZ,COMAH Lower Tier Operator,,2325,Fylde,England
Fillcare Limited,Lanelay Road,Talbot Green,,Pontyclun,Mid Glamorgan,CF72,8YZ,COMAH Lower Tier Operator,,6940,"Rhondda, Cynon, Taff UA",Wales
Fisher Scientific UK Limited,Loughborough,,Bishop Meadow Road         ,Loughborough                 ,Leicestershire,LE11,5RG,COMAH Lower Tier Operator,,2410,Charnwood,England
Flogas Britain Limited,Defford Mill,Dunstall,Earls Croome,Worcester,Worcestershire,WR8 ,9DF,COMAH Lower Tier Operator, (was Countrywide LPG Limited (was Countrywide Farmers plc),1860,Malvern Hills,England
Flogas Britain Limited,Blaydon-on-Tyne,Ryton Industrial Estate,Newburn Bridge Road           ,Blaydon-on-Tyne,Tyne & Wear ,NE21,4SQ,COMAH Lower Tier Operator, (was Flogas UK Limited),4505,Gateshead,England
Flogas Britain Limited,Buckfastleigh,Bullycleaves Quarry,Buckfast Road,Buckfastleigh,Devon                         ,TQ11,0EA,COMAH Lower Tier Operator, (was Flogas UK Limited),1130,Teignbridge,England
Flogas Britain Limited,Carlisle,Willowholme Industrial Estate,Willow Holme Road,"Willowholme, Carlisle",Cumbria,CA2,5RT,COMAH Lower Tier Operator, (was GB LPG Limited trading as MacGas),0915,Carlisle,England
Flogas Britain Limited,Conwy,,Morfa Conwy Business Park,Conwy,Caernarfonshire,LL32,8HH,COMAH Lower Tier Operator, (was Flogas UK Limited),6905,Conwy UA,Wales
Flogas Britain Limited,Hardley - Hythe - Flogas LPG Depot,Charleston Industrial Estate,Cadland Road,Southampton,Hampshire                     ,SO45,3NX,COMAH Lower Tier Operator, (was Flogas UK Limited),1740,New Forest,England
Flogas Britain Limited,Launceston,"Plot 31, Pennygillam Industrial Estate",Pipers Close               ,Launceston               ,Cornwall                      ,PL15,7ED,COMAH Lower Tier Operator, (was BP Oil UK Ltd),0840,Cornwall UA,England
Flogas Britain Limited,Leeds,Cross Green Industrial Estate,Knowsthorpe Gate              ,Leeds,West Yorkshire                ,LS9 ,0NP,COMAH Lower Tier Operator, (was Flogas UK Limited),4720,Leeds,England
Flogas Britain Limited,Liverpool,Knowsley Business Park,Ainsworth Lane                ,Prescot,Merseyside                    ,L34 ,9EU,COMAH Lower Tier Operator, (was Flogas UK Limited),4305,Knowsley,England
Flogas Britain Limited,Ludham (Great Yarmouth),Catfield,Long Lane,Great Yarmouth,Norfolk,NR29,5LY,COMAH Lower Tier Operator, (was Flogas UK Limited),2620,North Norfolk,England
Flogas Britain Limited,"Maelor, Wrexham",Maelor Works,                              ,Wrexham,Clwyd                         ,LL13,0UW,COMAH Lower Tier Operator, (was Flogas UK Limited),6955,Wrexham UA,Wales
Flogas Britain Limited,Newport,Felnex Industrial Estate,East Bank Road,Newport,Gwent                         ,NP19,4PP,COMAH Lower Tier Operator, (was Flogas UK Limited),6935,Newport UA,Wales
Flogas Britain Limited,Peterborough,,Newark Road                   ,Peterborough,Cambridgeshire,PE1 ,5YD,COMAH Lower Tier Operator, (was Flogas UK Limited),0540,Peterborough UA,England
Flogas Britain Limited,Ridham,,Ridham Dock             ,Sittingbourne,Kent                          ,ME9 ,8SR,COMAH Lower Tier Operator, (was Flogas UK Limited),2255,Swale,England
Flogas Britain Limited,Skegness,,Huttoft Road,Alford,Lincolnshire,LN13,9JS,COMAH Lower Tier Operator, (was Flogas UK Limited),2510,East Lindsey,England
Flogas Britain Limited,Stoke-on-Trent,Newstead Industrial Estate,Alderflat Drive               ,Stoke-on-Trent,Staffordshire                 ,ST4 ,8HX,COMAH Lower Tier Operator, (was Flogas UK Limited),3455,Stoke-on-Trent,England
Flogas Britain Limited,Witney,Apley Works,Burford Road                  ,Witney                  ,Oxfordshire                   ,OX29,0DN,COMAH Lower Tier Operator, (was Flogas UK Limited),3125,West Oxfordshire,England
Flogas Britain Limited trading as MacGas,Duns,,"Morningbank, Swinton",DUNS                          ,Berwickshire                  ,TD11,3JL,COMAH Lower Tier Operator, (was GB LPG Limited was BP Oil UK Ltd),9055,Borders UA,Scotland
Flogas Britain Limited trading as MacGas,Evanton,Highland Deephaven Industrial Estate,,Dingwall,Rosshire,IV16,9XJ,COMAH Lower Tier Operator, (was GB LPG Limited was BP Oil UK Ltd),9068,Highland UA,Scotland
Flogas Britain Limited trading as MacGas,Grangemouth,Grangemouth Depot,South Shore Road              ,Grangemouth,Stirlingshire,FK3 ,8UB,COMAH Lower Tier Operator, (was GB LPG Limited was BP Oil UK Ltd),9065,Falkirk UA,Scotland
Flogas Britain Limited trading as MacGas,Insch,Cairnhill Quarry,Culsalmond,Insch,Aberdeenshire                 ,AB52,6UT,COMAH Lower Tier Operator, (was GB LPG Limited was BP Oil UK Ltd),9052,Aberdeenshire UA,Scotland
Flogas Britain Limited trading as MacGas,Paisley,The Boatyard,Abercorn Street               ,PAISLEY                       ,Renfrewshire                  ,PA3 ,4AT,COMAH Lower Tier Operator, (was Flogas UK Limited),9075,Renfrewshire UA,Scotland
Flogas Britain Limited trading as MacGas,Perth,Inveralmond Industrial Estate,Inveralmond Close             ,Perth,Perth & Kinross,PH1 ,3TR,COMAH Lower Tier Operator, (was GB LPG Limited was BP Oil UK Ltd),9074,Perth & Kinross UA,Scotland
FMC Chemicals Limited,Wirral,,Commercial Road               ,Wirral,Merseyside                    ,L62 ,3PR,COMAH Lower Tier Operator,,4325,Wirral,England
Frontier Agriculture Limited,Cranswick,Beverly Road,Cranswick,Driffield,East Riding of Yorkshire,YO25,9PF,COMAH Lower Tier Operator,,2001,East Riding,England
Frontier Agriculture Limited,Diss Sandy Lane,,,Diss,Norfolk,IP22,4HY,COMAH Lower Tier Operator,,2630,South Norfolk,England
Frontier Agriculture Limited,Sandy,Georgetown Road,A1 Trunk Road,Sandy,Bedfordshire,SG19,2UB,COMAH Lower Tier Operator,,0240,Central Bedfordshire UA,England
Frontier Agriculture Limited,Topcliffe,Oaktree Farm,Station Road,"Topcliffe, Thirsk",North Yorkshire,YO7,3SD,COMAH Lower Tier Operator,,2710,Hambleton,England
Frontier Agriculture Limited,Drem Airfield,No. 3 Hanger,Drem Airfield,Drem,North Berwick,EH39,5AW,COMAH Lower Tier Operator,,9062,East Lothian UA,Scotland
Fuchs Lubricants (UK) Plc,Century Street,,Century Street,Hanley,Staffordshire,ST1,5HU,COMAH Lower Tier Operator,,3455,Stoke-on-Trent,England
Fujifilm Speciality Ink Systems Limited,Broadstairs,Patricia Way,Pysons Road,Broadstairs,Kent,CT10,2LE,COMAH Lower Tier Operator, (was Fujifilm Sericol UK Limited),2260,Thanet,England
Future Industrial Services Limited,Berwick,East Ord Industrial Estate,Tweedside,Berwick upon Tweed,Northumberland                ,TD15,2XF,COMAH Lower Tier Operator,,2940,Northumberland UA,England
Gamebore Cartridge Company Limited,"Hunsdale Farm, South Cave",,Hunsdale Farm,South Cave,East Yorkshire,HU15,2DB,COMAH Lower Tier Operator,,2001,East Riding,England
Gasrec Limited,Daventry,Daventry Rail Freight Terminal,Saxon Drive,Northampton,Northamptonshire,NN6,7GY,COMAH Lower Tier Operator,,2810,Daventry,England
GASSCO AS UK Branch,Langeled Receiving Facility (LRF),,Dimlington Road,"Easington, Hull",East Riding of Yorkshire,HU12,0TG,COMAH Lower Tier Operator, (was Centrica Storage Limited),2001,East Riding,England
George J Goff Limited,Wymondham,,Stanfield Road,Wymondham,Norfolk,NR18,9QY,COMAH Lower Tier Operator,,2630,South Norfolk,England
Gillette UK Limited,Reading Gillette Factory,,Basingstoke Road              ,Reading                       ,Berkshire,RG2 ,0QE,COMAH Lower Tier Operator,,0345,Reading,England
GL Industrial Services UK Limited,Gilsland,Spadeadam Test Site MOD R5,Gilsland,Brampton,Cumbria,CA8,7AU,COMAH Lower Tier Operator, (was Advantica Ltd),0915,Carlisle,England
Glasson Grain Limited,"East Quay, Glasson Dock",Glasson Dock,,Lancaster,Lancashire,LA2,0DB,COMAH Lower Tier Operator,,2335,Lancaster,England
Glasson Grain Limited,"Winmarleigh, Preston",Greens Farm Depot,Park Lane                     ,Preston             ,Lancashire                    ,PR3 ,0JU,COMAH Lower Tier Operator,,2370,Wyre,England
Glaxo Operations UK Limited,Irvine,,Shewalton Road                ,Irvine,Ayrshire                      ,KA11,5AP,COMAH Lower Tier Operator, (was GlaxoSmithKline PLC),9072,North Ayrshire UA,Scotland
Glaxo Operations UK Limited,Montrose,,Cobden Street,Montrose,Angus,DD10,8EA,COMAH Lower Tier Operator, (was GlaxoSmithKline PLC),9053,Angus UA,Scotland
Glen Grant Limited,Burncrook Warehousing,Aberlour,,Rothes,Moray,AB38,7BN,COMAH Lower Tier Operator, (was Chivas Brothers Limited),9071,Moray UA,Scotland
Glen Turner Distillery Limited,Glen Moray Distillery,Glenmoray Distillery,Bruceland Road,Elgin,Moray,IV30,1YE,COMAH Lower Tier Operator,,9071,Moray UA,Scotland
Glenallachie Distillers Company Limited (The),Glenallachie Distillery,,,Aberlour,Banffshire,AB38,9LR,COMAH Lower Tier Operator, (was Exchangelaw (703) Limited was Chivas Brothers Limited),9071,Moray UA,Scotland
Glenmorangie Company Limited (The),Brora,Scotia House,Dudgeon Park Road,Brora,Sutherland,KW9,6NA,COMAH Lower Tier Operator,,9068,Highland UA,Scotland
Glenmorangie Company Limited (The),Glenmorangie Distillery,,,Tain,Rosshire,IV19,1PZ,COMAH Lower Tier Operator,,9068,Highland UA,Scotland
Gower Chemicals Limited,Swansea,,Crymlyn Burrows               ,Swansea,West Glamorgan                ,SA1 ,8PT,COMAH Lower Tier Operator,,6930,Neath & Port Talbot UA,Wales
Great Bear Distribution Limited,"Chadderton, Oldham","Unit 1, Broadgate",Oldham Broadway Business Park,"Chadderton, Oldham",Lancashire,OL9,9XA,COMAH Lower Tier Operator,,4220,Oldham,England
Great Bear Distribution Limited,Flintshire,"Deeside Industrial Park, Zone 3",Weighbridge Road,Flintshire,Clwyd,CH5,2LL,COMAH Lower Tier Operator,,6835,Flintshire UA,Wales
Grissan Carnside Limited,Carnoustie,,Hatton Farm,Carnoustie,Angus,DD7,6LP,COMAH Lower Tier Operator,,9053,Angus UA,Scotland
Grissan Carrick Limited,Grissan Seaside Site,Girvan Distillery,Grangestone Industrial Estate,Girvan,Ayrshire,KA26,9PT,COMAH Lower Tier Operator,,9076,South Ayrshire UA,Scotland
Grissan Carrick Limited,Grissan Ladywell Site,Grangestone Industrial Estate,Ladywell Avenue,Girvan,Ayrshire,KA26,9PL,COMAH Lower Tier Operator,,9076,South Ayrshire UA,Scotland
Grissan Portside Limited,Portgordon Maltings,A990,Portgordon,Buckie,Banffshire,AB56,5BU,COMAH Lower Tier Operator,,9052,Aberdeenshire UA,Scotland
Grissan Riverside Limited,Dufftown,Glenfiddich Distillery,Dufftown,KEITH,Banffshire,AB55,4DH,COMAH Lower Tier Operator,,9052,Aberdeenshire UA,Scotland
Grotech Production Limited,Goole,,Britannia Road,GOOLE,East Yorkshire,DN14,6ET,COMAH Lower Tier Operator,,2001,East Riding,England
GS Yuasa Battery Manufacturing UK Limited,Rassau Industrial Estate,Unit 22 & 28,Rassau Industrial Estate,Ebbw Vale,Blaenau Gwent,NP23,5SD,COMAH Lower Tier Operator,,6910,Blaenau Gwent UA,Wales
Guardian Industries UK Limited,Goole,,Rawcliffe Road,Goole,East Riding of Yorkshire,DN14,8GA,COMAH Lower Tier Operator,,2001,East Riding,England
H L Hutchinson Limited,Lincoln,77 Sleaford Road,Dorrington,Lincoln,Lincolnshire,LN4,3PU,COMAH Lower Tier Operator,,2520,North Kesteven,England
H L Hutchinson Limited,Wisbech - Weasenham Road,Garden Isle Frozen Foods Ltd,Weasenham Lane,Wisbech,Cambridgeshire,PE13,2RN,COMAH Lower Tier Operator,,0515,Fenland,England
H W Coates Limited,"Harlescott Lane, Shrewsbury",,Harlescott Lane,Shrewsbury,Shropshire,SY1,3AW,COMAH Lower Tier Operator,,3250,Shropshire UA,England
H W Coates Limited,"Mid Point 18, Middlewich",Mid Point 18,Aston Way,Middlewich,Cheshire,CW10,0HS,COMAH Lower Tier Operator, (was Firmin Coates & Sons Ltd),0670,Cheshire East UA,England
H W Coates Limited,"Roman Way, Rugby",1-5 Roman Way,Glebe Farm Industrial Estate,Rugby,Warwickshire                  ,CV21,1DB,COMAH Lower Tier Operator,,3715,Rugby,England
H W Coates Limited,"Rugby, Cosford Lane",,Cosford Lane                  ,Rugby                        ,Warwickshire                  ,CV21,1QN,COMAH Lower Tier Operator,,3715,Rugby,England
HBS Fuels and Gas Supplies Limited,Chilbolton,Thirt Way,Martins Lane,Stockbridge,Hampshire,SO20,6BL,COMAH Lower Tier Operator,,1760,Test Valley,England
Heathrow Hydrant Operating Company Limited,Sandringham Road Tank Farm - Heathrow Airport,Building 1204,Sandringham Road,Hounslow,Middlesex,TW6,3SH,COMAH Lower Tier Operator,,5510,Hillingdon,England
Henkel UK Operations Limited,St Neots,,5 Cromwell Road,St Neots,Cambridgeshire,PE19,1QL,COMAH Lower Tier Operator, (was Darex UK Limited),0505,Cambridge,England
Henty Oil Limited,Huskisson Dock,Huskisson Dock No 1,,Liverpool,Merseyside,L3,0AT,COMAH Lower Tier Operator,,4310,Liverpool,England
HFC Prestige Manufacturing Limited,Bournemouth,Wallisdown Road,Wallisdown,Bournemouth,Dorset,BH11,8PL,COMAH Lower Tier Operator, (was Procter & Gamble Product Supply (UK) Limited),1255,Poole UA,England
Highland Fuels Limited,Kirkwall,Scapa Harbour,                              ,Kirkwall,Orkney                        ,KW15,1SD,COMAH Lower Tier Operator,,9000,Orkney,Scotland
Highland Fuels Limited,Montrose,Marine Terminal,"South Quay, Ferryden",Montrose,Angus,DD10,9SL,COMAH Lower Tier Operator,,9053,Angus UA,Scotland
Hingley and Callow (Oils) Limited,Droitwich,Unit 6 Rushock Industrial Estate,"Rushock, Droitwich",,Worcestershire,WR9 ,0NR,COMAH Lower Tier Operator,,1845,Wyre Forest,England
Hook 2 Sisters Limited,Lawn Farm,Norwich Road,Briston,Melton Constable,Norfolk,NR24,2JA,COMAH Lower Tier Operator, (was Bernard Matthews Foods Limited),2620,North Norfolk,England
Hook 2 Sisters Limited,Breckles Gate Farm - Brookside Farm,Watton Road,Breckles,Attleborough,Norfolk,NR17,1ER,COMAH Lower Tier Operator, (was Bernard Matthews Foods Limited),2605,Breckland,England
Hook 2 Sisters Limited,Beck Farm,Haveringland Road,Felthorpe,Norwich,Norfolk,NR10,4BZ,COMAH Lower Tier Operator, (was Bernard Matthews Foods Limited),2610,Broadland,England
Hook 2 Sisters Limited,Langham Airfield,Cockthorpe Road,Langham,Holt ,Norfolk,NR25,7BP,COMAH Lower Tier Operator, (was Bernard Matthews Foods Limited),2620,North Norfolk,England
Hook 2 Sisters Limited,Glebe Farm,Wymondham Road,Wymondham,Norwich,Norfolk,NR16,1AY,COMAH Lower Tier Operator, (was Bernard Matthews Foods Limited),2630,South Norfolk,England
Hook 2 Sisters Limited,Locks Farm Bungalow,School Road,Haveringland,Norwich,Norfolk,NR10,4QE,COMAH Lower Tier Operator, (was Bernard Matthews Foods Limited),2610,Broadland,England
Hook 2 Sisters Limited,North Pickenham Airfield,,North Pickenham,Swaffham,Norfolk,PE37,8LL,COMAH Lower Tier Operator, (was Bernard Matthews Foods Limited),2605,Breckland,England
Hook 2 Sisters Limited,Old Wendling Airfield,Beeston Road (Honeypot Lane),Great Fransham,Dereham,Norfolk,NR19,2RG,COMAH Lower Tier Operator, (was Bernard Matthews Foods Limited),2605,Breckland,England
Hook 2 Sisters Limited,Water Tower Site,Back Lane,Stanfield,Dereham,Norfolk,NR20,4HZ,COMAH Lower Tier Operator, (was Bernard Matthews Foods Limited),2605,Breckland,England
Hoover Ferguson UK Limited,Marywell,"Cairnrobin Business Park, Cairnrobin Way",Marywell,Aberdeen,Aberdeenshire,AB12,4SB,COMAH Lower Tier Operator, (was Hoover Container Company),9052,Aberdeenshire UA,Scotland
Hull Cartridge Co Limited,Hull Northmoor Lane                      ,,Northmoor Lane,Hull,Humberside,,,COMAH Lower Tier Operator,,2001,East Riding,England
Hull Cartridge Company Limited,Faldingworth,Magazine 117,"Spridlington Road, Faldingworth",Market Rasen,Lincolnshire,LN8,3SQ,COMAH Lower Tier Operator,,9081,Lincolnshire County Council,England
Huntsman Corporation UK Limited,Llanelli,Llanelli Chemical Plant,                              ,Llanelli,Dyfed                         ,SA14,9TE,COMAH Lower Tier Operator,,6825,Carmarthenshire UA,Wales
Ian MacLeod Distillers Limited,Tamdhu Distillery,Knockando,,"Aberlour, Moray",Banffshire,AB38,7RP,COMAH Lower Tier Operator,,9071,Moray UA,Scotland
Ibstock Brick Limited,West Hoathly Brickworks,West Hoathly Brickworks,,East Grinstead,West Sussex,RH19,4PB,COMAH Lower Tier Operator,,3830,Mid Sussex,England
Iggesund Paperboard (Workington) Limited,Workington,,,Workington,Cumbria,CA14,1LG,COMAH Lower Tier Operator,,0905,Allerdale,England
IKO Insulations UK Limited,Alconbury,Alconbury Weald Enterprise Park,Alconbury,Huntingdon,Cambridgeshire,PE28,4WX,COMAH Lower Tier Operator,,0520,Huntingdon,England
Industrial Chemicals Limited,Selby,Canal View,,Selby,North Yorkshire,YO8,8AE,COMAH Lower Tier Operator,,2739,Selby,England
Ineos Infrastructure (Grangemouth) Limited,Grangemouth,PO Box 21,Bo'ness Road,Grangemouth,Stirlingshire,FK3,9XH,COMAH Lower Tier Operator,,9065,Falkirk UA,Scotland
Interconnector (UK) Limited,Bacton North Sea Gas Terminal,North Sea Gas Terminal,Paston Road                   ,Bacton,Norfolk                       ,NR12,0JD,COMAH Lower Tier Operator,,2620,North Norfolk,England
IQE (Europe) Limited,Cypress Drive,IQE (Europe) Ltd,Cypress Drive,Cardiff,South Glamorgan               ,CF3,0EG,COMAH Lower Tier Operator,,6815,Cardiff UA,Wales
IQE Silicon Compounds Limited,Newport,Imperial Park,Celtic Way,Newport,Gwent,NP10,8BE,COMAH Lower Tier Operator,,6935,Newport UA,Wales
Isle of Wight Fuels Limited,Cowes Terminal,,Kingston Road,East Cowes,Isle Of Wight,PO32,6HF,COMAH Lower Tier Operator, (was Pace Fuelcare Limited),2114,Isle of Wight UA,England
Isothane Limited,"Isothane Ltd, Accrington",,Newhouse Road                 ,Accrington           ,Lancashire                    ,BB5 ,6NT,COMAH Lower Tier Operator,,2330,Hyndburn,England
ITW Limited,Rocol Lubricants Division,Rocol House,Wakefield Road,Leeds,West Yorkshire,LS26,2BS,COMAH Lower Tier Operator,,4720,Leeds,England
J & G Grant,Banffshire,Glenfarclas Distillery,,Ballindalloch,Banffshire,AB37,9BD,COMAH Lower Tier Operator,,9071,Moray UA,Scotland
J and W Whewell Limited,Newbridge Chemical Works,York Street,Radcliffe,Bury,Greater Manchester,M26,2GL,COMAH Lower Tier Operator,,4210,Bury,England
J T Grosvenor Limited,Huddersfield,Grosvenor Works,Manchester Road               ,Huddersfield,West Yorkshire                ,HD7 ,5QE,COMAH Lower Tier Operator, (was Grosvenor Chemicals Limited),4715,Kirklees,England
J.P.E. (Holdings) Limited,Walsall,Willenhall Lane,Bloxwich,Walsall                       ,West Midlands,WS3,2XN,COMAH Lower Tier Operator, (was Mazak UK Limited),4630,Walsall,England
James Briggs Limited,Salmon Fields,,Salmon Fields,Oldham,Lancashire,OL2,6HZ,COMAH Lower Tier Operator,,4220,Oldham,England
John Fergus & Co Limited,InchDairnie Distillery,,Whitecraigs Road,Glenrothes,Fife,KY6,2RX,COMAH Lower Tier Operator,,9066,Fife UA,Scotland
John H Whitaker Tankers Limited,Mill Bay Docks - Plymouth,The Fuel Terminal,Millbay Docks,Plymouth,Devon,PL1,3EF,COMAH Lower Tier Operator,,1160,Plymouth UA,England
John Hogg Technical Solutions Limited,Trafford Park,Mellors Road,"Newbridge, Trafford Park",Manchester,Greater Manchester,M17,1PB,COMAH Lower Tier Operator,,4245,Trafford,England
John K Philips Group Limited,Haydock,"Unit 4, Fishwicks Industrial Estate",,Haydock,Merseyside,WA11,9SZ,COMAH Lower Tier Operator,,4315,St Helens,England
Johnston Oils Limited,Bathgate,Inchcross Industrial Estate,                              ,Bathgate,West Lothian                  ,EH48,2HT,COMAH Lower Tier Operator,,9079,West Lothian UA,Scotland
KDC/One Swallowfield Limited,Lowmoor Warehouse,Unit 3 Lowmoor Industrial Esta,                              ,Wellington,Somerset                      ,TA21,0AZ,COMAH Lower Tier Operator, (was Swallowfield PLC),3315,Taunton Deane,England
KDC/One Swallowfield Limited,Wellington Factory,,Station Road                  ,Wellington,Somerset                      ,TA21,8NL,COMAH Lower Tier Operator, (was Swallowfield PLC),3315,Taunton Deane,England
Kilco (International) Limited,Lockerbie,Broomhouses 2 Industrial Estate,Old Glasgow Road,Lockerbie,Dumfries,DG11,2SD,COMAH Lower Tier Operator,, 9058 ,Dumfries & Galloway UA,Scotland
L.E.C.(L'pool) Limited,Liverpool,LEC House,"Alfred Street, Wavertree",Liverpool,Merseyside,L15,4LH,COMAH Lower Tier Operator,,4310,Liverpool,England
Lionel Hitchen (Essential Oils) Limited,Virginia Works,,Greenwich Way,Andover,Hampshire,SP10,4JX,COMAH Lower Tier Operator,,1760,Test Valley,England
Local Fuel Plc,Shoreham Oil Terminal,Wellington Road,Portslade,Brighton,Sussex                   ,BN41,1EL,COMAH Lower Tier Operator, (was Valero Energy Ltd (was Chevron Limited)),3805,Adur,England
Loch Lomond Distillers Limited,Glen Catrine Bottling Plant,,7 Laigh Road,"Catrine, Mauchline",Ayrshire,KA5,6SR,COMAH Lower Tier Operator, (was Glen Catrine Bonded Warehouse Ltd),9060,East Ayrshire UA,Scotland
Loch Lomond Distillers Limited,Loch Lomond Distillery,Lomond Industrial Estate,,Alexandria,West Dunbartonshire,G83,0TL,COMAH Lower Tier Operator,,9057,West Dumbartonshire UA,Scotland
Loch Lomond Distillers Limited,Hurlford Maturation Site,Mauchline Road,Hurlford,Kilmarnock,Ayrshire,KA1,5JL,COMAH Lower Tier Operator,,9060,East Ayrshire UA,Scotland
L'Oreal Consumer Products,Trafford Park,Fraser Place,Trafford Park,Manchester,Greater Manchester,M17 ,1ED,COMAH Lower Tier Operator,,4245,Trafford,England
Lubrizol Limited,Huddersfield,Lubrizol Additives 1 plant,PO Box 521,Huddersfield,West Yorkshire,HD2 ,1GA,COMAH Lower Tier Operator,,4715,Kirklees,England
Lyalvale Express Limited,Lichfield,Fisherwick Depot,,Lichfield,Staffordshire,WS13,8XA,COMAH Lower Tier Operator,,3415,Lichfield,England
M L Operations Limited,Swadlincote,Kiln Way,Woodville,"Swadlincote, Derby             ",Derbyshire,DE11,8ED,COMAH Lower Tier Operator, (was Midland Lead Manufacturers Ltd),1040,South Derbyshire,England
MacDonald & Muir Limited,Balmuchy,Balmuchy Smiddy,"Balmuchy, Fearn",TAIN,Ross-shire,IV20,1TN,COMAH Lower Tier Operator,,9068,Highland UA,Scotland
Macfarlan Smith Limited,Edinburgh,10 Wheatfield Road,,Edinburgh,City of Edinburgh,EH11,2QA,COMAH Lower Tier Operator, (was Johnson Matthey Plc),9064,Edinburgh UA,Scotland
Magellan Aerospace (UK) Limited,Bournemouth,,510 Wallisdown Rd,Bournemouth,Dorset                        ,BH11,8QN,COMAH Lower Tier Operator,,1250,Bournemouth UA,England
Martin-Baker Aircraft Co Limited,Chalgrove,Chalgrove Airfield,,Chalgrove,Oxfordshire,OX44,7RJ,COMAH Lower Tier Operator,,3115,South Oxfordshire,England
